GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC04_EST_VC28,Women's earnings as a percentage of men's earning; Estimate; Sales and office occupations: - Office and administrative support occupations
HC04_MOE_VC28,Women's earnings as a percentage of men's earning; Margin of Error; Sales and office occupations: - Office and administrative support occupations
HC01_EST_VC29,"Median earnings (dollars); Estimate; Natural resources, construction, and maintenance occupations:"
HC01_MOE_VC29,"Median earnings (dollars); Margin of Error; Natural resources, construction, and maintenance occupations:"
HC02_EST_VC29,"Median earnings (dollars) for male; Estimate; Natural resources, construction, and maintenance occupations:"
HC02_MOE_VC29,"Median earnings (dollars) for male; Margin of Error; Natural resources, construction, and maintenance occupations:"
HC03_EST_VC29,"Median earnings (dollars) for female; Estimate; Natural resources, construction, and maintenance occupations:"
HC03_MOE_VC29,"Median earnings (dollars) for female; Margin of Error; Natural resources, construction, and maintenance occupations:"
HC04_EST_VC29,"Women's earnings as a percentage of men's earning; Estimate; Natural resources, construction, and maintenance occupations:"
HC04_MOE_VC29,"Women's earnings as a percentage of men's earning; Margin of Error; Natural resources, construction, and maintenance occupations:"
HC01_EST_VC30,"Median earnings (dollars); Estimate; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC01_MOE_VC30,"Median earnings (dollars); Margin of Error; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC02_EST_VC30,"Median earnings (dollars) for male; Estimate; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC02_MOE_VC30,"Median earnings (dollars) for male; Margin of Error; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC03_EST_VC30,"Median earnings (dollars) for female; Estimate; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC03_MOE_VC30,"Median earnings (dollars) for female; Margin of Error; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC04_EST_VC30,"Women's earnings as a percentage of men's earning; Estimate; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC04_MOE_VC30,"Women's earnings as a percentage of men's earning; Margin of Error; Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations"
HC01_EST_VC31,"Median earnings (dollars); Estimate; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC01_MOE_VC31,"Median earnings (dollars); Margin of Error; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC02_EST_VC31,"Median earnings (dollars) for male; Estimate; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC02_MOE_VC31,"Median earnings (dollars) for male; Margin of Error; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC03_EST_VC31,"Median earnings (dollars) for female; Estimate; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC03_MOE_VC31,"Median earnings (dollars) for female; Margin of Error; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC04_EST_VC31,"Women's earnings as a percentage of men's earning; Estimate; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC04_MOE_VC31,"Women's earnings as a percentage of men's earning; Margin of Error; Natural resources, construction, and maintenance occupations: - Construction and extraction occupations"
HC01_EST_VC32,"Median earnings (dollars); Estimate; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC01_MOE_VC32,"Median earnings (dollars); Margin of Error; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC02_EST_VC32,"Median earnings (dollars) for male; Estimate; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC02_MOE_VC32,"Median earnings (dollars) for male; Margin of Error; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC03_EST_VC32,"Median earnings (dollars) for female; Estimate; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC03_MOE_VC32,"Median earnings (dollars) for female; Margin of Error; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC04_EST_VC32,"Women's earnings as a percentage of men's earning; Estimate; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC04_MOE_VC32,"Women's earnings as a percentage of men's earning; Margin of Error; Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations"
HC01_EST_VC33,"Median earnings (dollars); Estimate; Production, transportation, and material moving occupations:"
HC01_MOE_VC33,"Median earnings (dollars); Margin of Error; Production, transportation, and material moving occupations:"
HC02_EST_VC33,"Median earnings (dollars) for male; Estimate; Production, transportation, and material moving occupations:"
HC02_MOE_VC33,"Median earnings (dollars) for male; Margin of Error; Production, transportation, and material moving occupations:"
HC03_EST_VC33,"Median earnings (dollars) for female; Estimate; Production, transportation, and material moving occupations:"
HC03_MOE_VC33,"Median earnings (dollars) for female; Margin of Error; Production, transportation, and material moving occupations:"
HC04_EST_VC33,"Women's earnings as a percentage of men's earning; Estimate; Production, transportation, and material moving occupations:"
HC04_MOE_VC33,"Women's earnings as a percentage of men's earning; Margin of Error; Production, transportation, and material moving occupations:"
HC01_EST_VC34,"Median earnings (dollars); Estimate; Production, transportation, and material moving occupations: - Production occupations"
HC01_MOE_VC34,"Median earnings (dollars); Margin of Error; Production, transportation, and material moving occupations: - Production occupations"
HC02_EST_VC34,"Median earnings (dollars) for male; Estimate; Production, transportation, and material moving occupations: - Production occupations"
HC02_MOE_VC34,"Median earnings (dollars) for male; Margin of Error; Production, transportation, and material moving occupations: - Production occupations"
HC03_EST_VC34,"Median earnings (dollars) for female; Estimate; Production, transportation, and material moving occupations: - Production occupations"
HC03_MOE_VC34,"Median earnings (dollars) for female; Margin of Error; Production, transportation, and material moving occupations: - Production occupations"
HC04_EST_VC34,"Women's earnings as a percentage of men's earning; Estimate; Production, transportation, and material moving occupations: - Production occupations"
HC04_MOE_VC34,"Women's earnings as a percentage of men's earning; Margin of Error; Production, transportation, and material moving occupations: - Production occupations"
HC01_EST_VC35,"Median earnings (dollars); Estimate; Production, transportation, and material moving occupations: - Transportation occupations"
HC01_MOE_VC35,"Median earnings (dollars); Margin of Error; Production, transportation, and material moving occupations: - Transportation occupations"
HC02_EST_VC35,"Median earnings (dollars) for male; Estimate; Production, transportation, and material moving occupations: - Transportation occupations"
HC02_MOE_VC35,"Median earnings (dollars) for male; Margin of Error; Production, transportation, and material moving occupations: - Transportation occupations"
HC03_EST_VC35,"Median earnings (dollars) for female; Estimate; Production, transportation, and material moving occupations: - Transportation occupations"
HC03_MOE_VC35,"Median earnings (dollars) for female; Margin of Error; Production, transportation, and material moving occupations: - Transportation occupations"
HC04_EST_VC35,"Women's earnings as a percentage of men's earning; Estimate; Production, transportation, and material moving occupations: - Transportation occupations"
HC04_MOE_VC35,"Women's earnings as a percentage of men's earning; Margin of Error; Production, transportation, and material moving occupations: - Transportation occupations"
HC01_EST_VC36,"Median earnings (dollars); Estimate; Production, transportation, and material moving occupations: - Material moving occupations"
HC01_MOE_VC36,"Median earnings (dollars); Margin of Error; Production, transportation, and material moving occupations: - Material moving occupations"
HC02_EST_VC36,"Median earnings (dollars) for male; Estimate; Production, transportation, and material moving occupations: - Material moving occupations"
HC02_MOE_VC36,"Median earnings (dollars) for male; Margin of Error; Production, transportation, and material moving occupations: - Material moving occupations"
HC03_EST_VC36,"Median earnings (dollars) for female; Estimate; Production, transportation, and material moving occupations: - Material moving occupations"
HC03_MOE_VC36,"Median earnings (dollars) for female; Margin of Error; Production, transportation, and material moving occupations: - Material moving occupations"
HC04_EST_VC36,"Women's earnings as a percentage of men's earning; Estimate; Production, transportation, and material moving occupations: - Material moving occupations"
HC04_MOE_VC36,"Women's earnings as a percentage of men's earning; Margin of Error; Production, transportation, and material moving occupations: - Material moving occupations"
